Title,Description,Keywords,pairID,documentID,segmentID,hitType,source,target,sourceLemmatized,targetLemmatized,jaccardDistance,lengthDifference,sureAlignments,possAlignments,sourceHighlights,targetHighlights,answerSureAlignments,answerPossAlignments,answerSourceHighlights,answerTargetHighlights,Answer.activeTime,Answer.comment,Answer.endTime,Answer.isParaphrase,Answer.possAlignments,Answer.sourceHighlights,Answer.startTime,Answer.submit,Answer.sureAlignments,Answer.targetHighlights
Word Alignment Test,"The goal of these HITs is to test workers who have received training on how to create \""word alignments\"" for an academic research project on the meaning of language. Those who do well on these HITs will gain qualifications to do a larger set of HITs.",Word alignment,urd-WL-80-174265-7496743-11-1,urd-WL-80-174265-7496743,11,HITTestInput,Started from book 26 yesterday .,"Yesterday , I got a small chance to recite the Holy Quran and began from the 25th part .",start from book 26 yesterday .,"yesterday , i get a small chance to recite the holy quran and begin from the 25th part .",0.8571428571428572,13,5-18 4-0 0-13 1-14,{},{},{},0-13 1-14 2-17 4-0 5-18,3-16,{},2 3 4 5 6 7 8 9 10 11 12,42358,,1522482218761,,{},unchanged,1522482176403,Submit,0-13 1-14 4-0 4-2 4-3 4-4 5-2 5-3 5-4 5-18,unchanged
Word Alignment Test,"The goal of these HITs is to test workers who have received training on how to create \""word alignments\"" for an academic research project on the meaning of language. Those who do well on these HITs will gain qualifications to do a larger set of HITs.",Word alignment,urd-WL-80-174265-7496743-11-1,urd-WL-80-174265-7496743,11,HITTestInput,Started from book 26 yesterday .,"Yesterday , I got a small chance to recite the Holy Quran and began from the 25th part .",start from book 26 yesterday .,"yesterday , i get a small chance to recite the holy quran and begin from the 25th part .",0.8571428571428572,13,5-18 4-0 0-13 1-14,{},{},{},0-13 1-14 2-17 4-0 5-18,3-16,{},2 3 4 5 6 7 8 9 10 11 12,46096,,1522474393837,,unchanged,2 3,1522474347741,Submit,unchanged,1 2 3 4 5 6 7 8 9 10 11 12 15 16 17
Word Alignment Test,"The goal of these HITs is to test workers who have received training on how to create \""word alignments\"" for an academic research project on the meaning of language. Those who do well on these HITs will gain qualifications to do a larger set of HITs.",Word alignment,LBC_NEWS_ARB_20060210_195800_675_944.qrtr-7-3,LBC_NEWS_ARB_20060210_195800_675_944.qrtr,7,HITTestInput,"The proposed and the non-proposed , so we both arrive , with what we represent , we will arrive at a name that is acceptable by both parties .",Proposed and not proposed until we both find a name acceptable to both sides .,"the propose and the non-proposed , so we both arrive , with what we represent , we will arrive at a name that be acceptable by both party .",propose and not propose until we both find a name acceptable to both side .,0.7037037037037037,14,28-14 1-0 2-1 7-5 8-6 20-8 21-9 9-7 27-13 26-12 24-10,{},{},{},0-0 1-0 2-1 3-2 3-3 4-2 4-3 8-6 16-5 17-7 18-7 19-7 20-8 21-9 24-10 26-12 27-13 28-14,6-4 7-5 9-7 25-11,11 12 13 14,{},20204,NICE,1522642360141,,{},unchanged,1522642339937,Submit,1-0 2-1 7-5 8-6 8-14 9-7 9-14 10-14 11-14 12-14 13-14 14-14 15-13 15-14 16-12 17-12 17-13 20-8 21-9 24-10 26-12 27-13 28-14,unchanged
Word Alignment Test,"The goal of these HITs is to test workers who have received training on how to create \""word alignments\"" for an academic research project on the meaning of language. Those who do well on these HITs will gain qualifications to do a larger set of HITs.",Word alignment,LBC_NEWS_ARB_20060210_195800_675_944.qrtr-7-3,LBC_NEWS_ARB_20060210_195800_675_944.qrtr,7,HITTestInput,"The proposed and the non-proposed , so we both arrive , with what we represent , we will arrive at a name that is acceptable by both parties .",Proposed and not proposed until we both find a name acceptable to both sides .,"the propose and the non-proposed , so we both arrive , with what we represent , we will arrive at a name that be acceptable by both party .",propose and not propose until we both find a name acceptable to both side .,0.7037037037037037,14,28-14 1-0 2-1 7-5 8-6 20-8 21-9 9-7 27-13 26-12 24-10,{},{},{},0-0 1-0 2-1 3-2 3-3 4-2 4-3 8-6 16-5 17-7 18-7 19-7 20-8 21-9 24-10 26-12 27-13 28-14,6-4 7-5 9-7 25-11,11 12 13 14,{},109095,,1522476188026,,{},5 10,1522476078931,Submit,1-0 2-1 4-2 4-3 7-5 8-6 9-7 20-8 21-9 24-10 25-11 26-12 27-13 28-14,4
Word Alignment Test,"The goal of these HITs is to test workers who have received training on how to create \""word alignments\"" for an academic research project on the meaning of language. Those who do well on these HITs will gain qualifications to do a larger set of HITs.",Word alignment,LBC_NEWS_ARB_20060210_195800_675_944.qrtr-7-3,LBC_NEWS_ARB_20060210_195800_675_944.qrtr,7,HITTestInput,"The proposed and the non-proposed , so we both arrive , with what we represent , we will arrive at a name that is acceptable by both parties .",Proposed and not proposed until we both find a name acceptable to both sides .,"the propose and the non-proposed , so we both arrive , with what we represent , we will arrive at a name that be acceptable by both party .",propose and not propose until we both find a name acceptable to both side .,0.7037037037037037,14,28-14 1-0 2-1 7-5 8-6 20-8 21-9 9-7 27-13 26-12 24-10,{},{},{},0-0 1-0 2-1 3-2 3-3 4-2 4-3 8-6 16-5 17-7 18-7 19-7 20-8 21-9 24-10 26-12 27-13 28-14,6-4 7-5 9-7 25-11,11 12 13 14,{},59237,,1522569883044,,{},unchanged,1522569823807,Submit,0-3 1-0 2-1 3-10 4-13 7-5 8-6 9-7 11-9 12-7 13-10 14-12 20-8 21-9 24-10 25-3 26-12 27-13 28-14,unchanged
Word Alignment Test,"The goal of these HITs is to test workers who have received training on how to create \""word alignments\"" for an academic research project on the meaning of language. Those who do well on these HITs will gain qualifications to do a larger set of HITs.",Word alignment,LBC_NEWS_ARB_20060210_195800_675_944.qrtr-7-3,LBC_NEWS_ARB_20060210_195800_675_944.qrtr,7,HITTestInput,"The proposed and the non-proposed , so we both arrive , with what we represent , we will arrive at a name that is acceptable by both parties .",Proposed and not proposed until we both find a name acceptable to both sides .,"the propose and the non-proposed , so we both arrive , with what we represent , we will arrive at a name that be acceptable by both party .",propose and not propose until we both find a name acceptable to both side .,0.7037037037037037,14,28-14 1-0 2-1 7-5 8-6 20-8 21-9 9-7 27-13 26-12 24-10,{},{},{},0-0 1-0 2-1 3-2 3-3 4-2 4-3 8-6 16-5 17-7 18-7 19-7 20-8 21-9 24-10 26-12 27-13 28-14,6-4 7-5 9-7 25-11,11 12 13 14,{},11075,nice,1522471628625,,{},unchanged,1522471617550,Submit,1-0 2-1 7-5 8-6 9-7 20-8 21-9 24-10 26-12 27-13 28-0 28-1 28-2 28-3 28-4 28-5 28-6 28-7 28-8 28-9 28-14,unchanged
Word Alignment Test,"The goal of these HITs is to test workers who have received training on how to create \""word alignments\"" for an academic research project on the meaning of language. Those who do well on these HITs will gain qualifications to do a larger set of HITs.",Word alignment,LBC_NEWS_ARB_20060210_195800_675_944.qrtr-7-3,LBC_NEWS_ARB_20060210_195800_675_944.qrtr,7,HITTestInput,"The proposed and the non-proposed , so we both arrive , with what we represent , we will arrive at a name that is acceptable by both parties .",Proposed and not proposed until we both find a name acceptable to both sides .,"the propose and the non-proposed , so we both arrive , with what we represent , we will arrive at a name that be acceptable by both party .",propose and not propose until we both find a name acceptable to both side .,0.7037037037037037,14,28-14 1-0 2-1 7-5 8-6 20-8 21-9 9-7 27-13 26-12 24-10,{},{},{},0-0 1-0 2-1 3-2 3-3 4-2 4-3 8-6 16-5 17-7 18-7 19-7 20-8 21-9 24-10 26-12 27-13 28-14,6-4 7-5 9-7 25-11,11 12 13 14,{},183379,,1522490604631,,{},unchanged,1522490421252,Submit,1-0 2-1 4-2 4-3 7-5 8-6 9-7 20-8 21-9 24-10 25-11 26-12 27-13 28-14,unchanged
Word Alignment Test,"The goal of these HITs is to test workers who have received training on how to create \""word alignments\"" for an academic research project on the meaning of language. Those who do well on these HITs will gain qualifications to do a larger set of HITs.",Word alignment,LBC_NEWS_ARB_20060210_195800_675_944.qrtr-7-3,LBC_NEWS_ARB_20060210_195800_675_944.qrtr,7,HITTestInput,"The proposed and the non-proposed , so we both arrive , with what we represent , we will arrive at a name that is acceptable by both parties .",Proposed and not proposed until we both find a name acceptable to both sides .,"the propose and the non-proposed , so we both arrive , with what we represent , we will arrive at a name that be acceptable by both party .",propose and not propose until we both find a name acceptable to both side .,0.7037037037037037,14,28-14 1-0 2-1 7-5 8-6 20-8 21-9 9-7 27-13 26-12 24-10,{},{},{},0-0 1-0 2-1 3-2 3-3 4-2 4-3 8-6 16-5 17-7 18-7 19-7 20-8 21-9 24-10 26-12 27-13 28-14,6-4 7-5 9-7 25-11,11 12 13 14,{},63673,,1522483357848,,{},unchanged,1522483294175,Submit,1-0 2-1 4-2 4-3 7-5 8-6 9-7 16-5 20-8 21-9 24-10 26-12 27-13 28-14,unchanged
Word Alignment Test,"The goal of these HITs is to test workers who have received training on how to create \""word alignments\"" for an academic research project on the meaning of language. Those who do well on these HITs will gain qualifications to do a larger set of HITs.",Word alignment,LBC_NEWS_ARB_20060210_195800_675_944.qrtr-7-3,LBC_NEWS_ARB_20060210_195800_675_944.qrtr,7,HITTestInput,"The proposed and the non-proposed , so we both arrive , with what we represent , we will arrive at a name that is acceptable by both parties .",Proposed and not proposed until we both find a name acceptable to both sides .,"the propose and the non-proposed , so we both arrive , with what we represent , we will arrive at a name that be acceptable by both party .",propose and not propose until we both find a name acceptable to both side .,0.7037037037037037,14,28-14 1-0 2-1 7-5 8-6 20-8 21-9 9-7 27-13 26-12 24-10,{},{},{},0-0 1-0 2-1 3-2 3-3 4-2 4-3 8-6 16-5 17-7 18-7 19-7 20-8 21-9 24-10 26-12 27-13 28-14,6-4 7-5 9-7 25-11,11 12 13 14,{},8325,nice,1522471061792,,{},unchanged,1522471053467,Submit,0-0 1-0 2-0 2-1 3-0 4-0 6-0 7-0 7-5 8-0 8-6 9-0 9-7 20-8 21-9 24-10 26-12 27-13 28-14,unchanged
Word Alignment Test,"The goal of these HITs is to test workers who have received training on how to create \""word alignments\"" for an academic research project on the meaning of language. Those who do well on these HITs will gain qualifications to do a larger set of HITs.",Word alignment,LBC_NEWS_ARB_20060210_195800_675_944.qrtr-7-3,LBC_NEWS_ARB_20060210_195800_675_944.qrtr,7,HITTestInput,"The proposed and the non-proposed , so we both arrive , with what we represent , we will arrive at a name that is acceptable by both parties .",Proposed and not proposed until we both find a name acceptable to both sides .,"the propose and the non-proposed , so we both arrive , with what we represent , we will arrive at a name that be acceptable by both party .",propose and not propose until we both find a name acceptable to both side .,0.7037037037037037,14,28-14 1-0 2-1 7-5 8-6 20-8 21-9 9-7 27-13 26-12 24-10,{},{},{},0-0 1-0 2-1 3-2 3-3 4-2 4-3 8-6 16-5 17-7 18-7 19-7 20-8 21-9 24-10 26-12 27-13 28-14,6-4 7-5 9-7 25-11,11 12 13 14,{},68547,,1522624852969,,{},5 6 10 11 12 13 14 15 16 17 18 19 25,1522624784422,Submit,1-0 2-1 4-2 4-3 7-5 8-6 9-7 20-8 21-9 24-10 26-12 27-13 28-14,{}
Word Alignment Test,"The goal of these HITs is to test workers who have received training on how to create \""word alignments\"" for an academic research project on the meaning of language. Those who do well on these HITs will gain qualifications to do a larger set of HITs.",Word alignment,LBC_NEWS_ARB_20060210_195800_675_944.qrtr-7-3,LBC_NEWS_ARB_20060210_195800_675_944.qrtr,7,HITTestInput,"The proposed and the non-proposed , so we both arrive , with what we represent , we will arrive at a name that is acceptable by both parties .",Proposed and not proposed until we both find a name acceptable to both sides .,"the propose and the non-proposed , so we both arrive , with what we represent , we will arrive at a name that be acceptable by both party .",propose and not propose until we both find a name acceptable to both side .,0.7037037037037037,14,28-14 1-0 2-1 7-5 8-6 20-8 21-9 9-7 27-13 26-12 24-10,{},{},{},0-0 1-0 2-1 3-2 3-3 4-2 4-3 8-6 16-5 17-7 18-7 19-7 20-8 21-9 24-10 26-12 27-13 28-14,6-4 7-5 9-7 25-11,11 12 13 14,{},176263,,1522685999502,,6-4 19-7 22-9 23-9,11 12 13 14 16 17 18,1522684369446,Submit,0-0 1-0 2-1 3-2 3-3 4-2 4-3 7-5 8-6 9-7 20-8 21-9 24-10 25-11 26-12 27-13 28-14,{}
Word Alignment Test,"The goal of these HITs is to test workers who have received training on how to create \""word alignments\"" for an academic research project on the meaning of language. Those who do well on these HITs will gain qualifications to do a larger set of HITs.",Word alignment,LBC_NEWS_ARB_20060210_195800_675_944.qrtr-7-3,LBC_NEWS_ARB_20060210_195800_675_944.qrtr,7,HITTestInput,"The proposed and the non-proposed , so we both arrive , with what we represent , we will arrive at a name that is acceptable by both parties .",Proposed and not proposed until we both find a name acceptable to both sides .,"the propose and the non-proposed , so we both arrive , with what we represent , we will arrive at a name that be acceptable by both party .",propose and not propose until we both find a name acceptable to both side .,0.7037037037037037,14,28-14 1-0 2-1 7-5 8-6 20-8 21-9 9-7 27-13 26-12 24-10,{},{},{},0-0 1-0 2-1 3-2 3-3 4-2 4-3 8-6 16-5 17-7 18-7 19-7 20-8 21-9 24-10 26-12 27-13 28-14,6-4 7-5 9-7 25-11,11 12 13 14,{},51807,,1522642675907,,11-8 11-9,unchanged,1522642624100,Submit,1-0 2-1 3-2 4-3 5-4 6-4 7-5 8-6 9-7 10-8 20-8 21-9 22-10 23-10 24-10 25-11 26-12 27-13 28-14,unchanged
Word Alignment Test,"The goal of these HITs is to test workers who have received training on how to create \""word alignments\"" for an academic research project on the meaning of language. Those who do well on these HITs will gain qualifications to do a larger set of HITs.",Word alignment,LBC_NEWS_ARB_20060210_195800_675_944.qrtr-7-3,LBC_NEWS_ARB_20060210_195800_675_944.qrtr,7,HITTestInput,"The proposed and the non-proposed , so we both arrive , with what we represent , we will arrive at a name that is acceptable by both parties .",Proposed and not proposed until we both find a name acceptable to both sides .,"the propose and the non-proposed , so we both arrive , with what we represent , we will arrive at a name that be acceptable by both party .",propose and not propose until we both find a name acceptable to both side .,0.7037037037037037,14,28-14 1-0 2-1 7-5 8-6 20-8 21-9 9-7 27-13 26-12 24-10,{},{},{},0-0 1-0 2-1 3-2 3-3 4-2 4-3 8-6 16-5 17-7 18-7 19-7 20-8 21-9 24-10 26-12 27-13 28-14,6-4 7-5 9-7 25-11,11 12 13 14,{},72633,,1522573479903,,{},16 17 18 19 23 25,1522573407270,Submit,1-0 2-1 4-2 4-3 7-5 8-6 9-7 20-8 21-9 24-10 26-12 27-13 28-14,4 11
Word Alignment Test,"The goal of these HITs is to test workers who have received training on how to create \""word alignments\"" for an academic research project on the meaning of language. Those who do well on these HITs will gain qualifications to do a larger set of HITs.",Word alignment,LBC_NEWS_ARB_20060210_195800_675_944.qrtr-7-3,LBC_NEWS_ARB_20060210_195800_675_944.qrtr,7,HITTestInput,"The proposed and the non-proposed , so we both arrive , with what we represent , we will arrive at a name that is acceptable by both parties .",Proposed and not proposed until we both find a name acceptable to both sides .,"the propose and the non-proposed , so we both arrive , with what we represent , we will arrive at a name that be acceptable by both party .",propose and not propose until we both find a name acceptable to both side .,0.7037037037037037,14,28-14 1-0 2-1 7-5 8-6 20-8 21-9 9-7 27-13 26-12 24-10,{},{},{},0-0 1-0 2-1 3-2 3-3 4-2 4-3 8-6 16-5 17-7 18-7 19-7 20-8 21-9 24-10 26-12 27-13 28-14,6-4 7-5 9-7 25-11,11 12 13 14,{},70327,,1522642714186,,0-0 1-0 2-0 3-0 4-0 6-0 7-0 8-0 9-0 11-0 12-0,unchanged,1522642643859,Submit,2-1 7-5 8-6 9-7 20-8 21-9 24-10 25-6 26-8 26-12 27-13 28-0 28-1 28-2 28-3 28-4 28-5 28-6 28-7 28-8 28-9 28-10 28-11 28-12 28-13 28-14,unchanged
Word Alignment Test,"The goal of these HITs is to test workers who have received training on how to create \""word alignments\"" for an academic research project on the meaning of language. Those who do well on these HITs will gain qualifications to do a larger set of HITs.",Word alignment,XIN20020412.0061-4-1,XIN20020412.0061,4,HITTestInput,"Inside the courtyard of the television station , a reception team of 25 people was formed to attend to those who came to make donations in person .",The TV station also establish a reception group of 25 to receive donors .,"inside the courtyard of the television station , a reception team of 25 people be form to attend to those who come to make donation in person .",the tv station also establish a reception group of 25 to receive donor .,0.7333333333333334,14,27-13 8-5 9-6 11-8 12-9 6-2 4-0 5-1 10-7 15-4 24-12,{},{},{},4-0 5-1 6-2 8-5 9-6 10-7 11-8 12-9 13-9 16-10 17-11 18-11 19-12 20-12 21-12 22-12 23-12 24-12 27-13,14-4 15-4,0 1 2 3 25 26,{},11407,NICE,1522642306526,,{},unchanged,1522642295119,Submit,4-0 5-1 6-2 8-5 9-6 10-7 11-5 11-8 12-9 13-0 14-0 15-1 15-3 15-4 16-1 17-2 18-3 19-3 20-3 24-12 27-13,unchanged
